scheme_code,isin,scheme_name,nav,date,amc,category,aum_crore,expense_ratio,1y,3y,5y,volatility,sharpe,ranking_score,risk
151436,INF846K013O9,AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- DIRECT PLAN- IDCW,12.6102,23-Mar-2026,Axis Mutual Fund,Other,1689.75,0.57,0.0,0.0,0.0,0.0,0.0,0.0,moderate
151435,INF846K012O1,AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- DIRECT PLAN-GROWTH,12.6104,23-Mar-2026,Axis Mutual Fund,Other,1737.66,2.12,0.0,0.0,0.0,0.0,0.0,0.0,moderate
151433,INF846K015O4,AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- REGULAR PLAN-GROWTH,12.5309,23-Mar-2026,Axis Mutual Fund,Other,226.14,0.76,0.0,0.0,0.0,0.0,0.0,0.0,moderate
151434,INF846K016O2,AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- REGULAR PLAN-IDCW,12.5307,23-Mar-2026,Axis Mutual Fund,Other,1771.13,1.94,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149873,INF846K017G6,Axis CRISIL IBX SDL May 2027 Index Fund - Direct Plan - Growth,12.8811,23-Mar-2026,Axis Mutual Fund,Other,4036.19,0.66,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149874,INF846K018G4,Axis CRISIL IBX SDL May 2027 Index Fund - Direct Plan - IDCW,12.8807,23-Mar-2026,Axis Mutual Fund,Other,4496.76,1.25,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149872,INF846K010H9,Axis CRISIL IBX SDL May 2027 Index Fund - Regular Plan - Growth,12.8073,23-Mar-2026,Axis Mutual Fund,Other,2639.27,0.63,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149875,INF846K011H7,Axis CRISIL IBX SDL May 2027 Index Fund - Regular Plan - IDCW,12.8074,23-Mar-2026,Axis Mutual Fund,Other,2331.96,1.54,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147666,INF846K01S29,Axis Nifty 100 Index Fund - Direct Plan - Growth Option,20.5945,23-Mar-2026,Axis Mutual Fund,Other,906.17,2.04,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147668,INF846K01S37,Axis Nifty 100 Index Fund - Direct Plan - IDCW,19.5654,23-Mar-2026,Axis Mutual Fund,Other,1244.54,0.66,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147665,INF846K01S52,Axis Nifty 100 Index Fund - Regular Plan - Growth Option,19.6034,23-Mar-2026,Axis Mutual Fund,Other,1391.02,0.97,0.0,0.0,0.0,0.0,0.0,0.0,moderate
147667,INF846K01S60,Axis Nifty 100 Index Fund - Regular Plan - IDCW,18.5935,23-Mar-2026,Axis Mutual Fund,Other,285.32,2.42,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149373,INF846K013D2,Axis Nifty 50 Index Fund - Direct Plan - Growth,13.6023,23-Mar-2026,Axis Mutual Fund,Other,702.96,1.5,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149374,INF846K014D0,Axis Nifty 50 Index Fund - Direct Plan - IDCW,12.9016,23-Mar-2026,Axis Mutual Fund,Other,4933.11,1.3,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149371,INF846K016D5,Axis Nifty 50 Index Fund - Regular Plan - Growth Option,13.4337,23-Mar-2026,Axis Mutual Fund,Other,1644.56,2.18,0.0,0.0,0.0,0.0,0.0,0.0,moderate
152423,INF846K010V0,Axis BSE Sensex Index Fund - Regular Plan - IDCW,10.0475,23-Mar-2026,Axis Mutual Fund,Other,604.44,1.69,0.0,0.0,0.0,0.0,0.0,0.0,moderate
152424,INF846K013V4,Axis BSE Sensex Index Fund - Direct Plan - IDCW,10.1666,23-Mar-2026,Axis Mutual Fund,Other,1484.45,1.04,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149792,INF209KB19E9,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Regular Growth,12.8305,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,485.62,2.08,0.0,0.0,0.0,0.0,0.0,0.0,moderate
152422,INF846K012V6,Axis BSE Sensex Index Fund - Direct Plan - Growth,10.1666,23-Mar-2026,Axis Mutual Fund,Other,3161.03,1.35,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149791,INF209KB10F5,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Regular-IDCW Payout,12.8305,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,3058.4,2.21,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150663,INF209KB10M1,Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Direct Growth,12.2949,30-Sep-2025,Aditya Birla Sun Life Mutual Fund,Other,3037.21,0.9,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150664,INF209KB11M9,Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Direct IDCW,10.0,30-Sep-2025,Aditya Birla Sun Life Mutual Fund,Other,939.24,0.51,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150665,INF209KB18L6,Aditya Birla Sun Life Nifty SDL SEP 2025 Index Fund-Regular Growth,12.2352,30-Sep-2025,Aditya Birla Sun Life Mutual Fund,Other,3734.03,2.24,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150667,INF209KB19L4,Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Regular IDCW,10.0,30-Sep-2025,Aditya Birla Sun Life Mutual Fund,Other,1582.94,1.15,0.0,0.0,0.0,0.0,0.0,0.0,moderate
151562,INF209KB16T3,Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Direct Growth,12.6167,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,3345.62,1.33,0.0,0.0,0.0,0.0,0.0,0.0,moderate
151563,INF209KB17T1,Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Direct IDCW,12.6155,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,875.59,1.39,0.0,0.0,0.0,0.0,0.0,0.0,moderate
151560,INF209KB14T8,Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Regular Growth,12.5206,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,3471.78,2.2,0.0,0.0,0.0,0.0,0.0,0.0,moderate
151561,INF209KB15T5,Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Regular IDCW,12.5205,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,728.12,1.18,0.0,0.0,0.0,0.0,0.0,0.0,moderate
148814,INF209KB1W25,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Direct - Payout of IDCW,18.1016,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,2184.25,2.28,0.0,0.0,0.0,0.0,0.0,0.0,moderate
148815,INF209KB1W17,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Direct Growth,18.1048,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,1311.31,1.73,0.0,0.0,0.0,0.0,0.0,0.0,moderate
148812,INF209KB1V91,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Regular - Payout of IDCW,17.5656,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,3767.04,1.55,0.0,0.0,0.0,0.0,0.0,0.0,moderate
148811,INF209KB1V83,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Regular Growth,17.5638,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,1383.97,1.15,0.0,0.0,0.0,0.0,0.0,0.0,moderate
153529,INF1J2R01072,ANGEL ONE NIFTY 50 INDEX FUND-DIRECT-GROWTH,9.2142,23-Mar-2026,Angel One Mutual Fund,Other,4420.41,0.99,0.0,0.0,0.0,0.0,0.0,0.0,moderate
153530,INF1J2R01080,ANGEL ONE NIFTY 50 INDEX FUND-REGULAR-GROWTH,9.1757,23-Mar-2026,Angel One Mutual Fund,Other,4469.92,1.75,0.0,0.0,0.0,0.0,0.0,0.0,moderate
153330,INF1J2R01023,ANGEL ONE NIFTY TOTAL MARKET INDEX FUND DIRECT PLAN GROWTH OPTION,10.4279,23-Mar-2026,Angel One Mutual Fund,Other,1062.56,1.39,0.0,0.0,0.0,0.0,0.0,0.0,moderate
153331,INF1J2R01031,ANGEL ONE NIFTY TOTAL MARKET INDEX FUND REGULAR PLAN GROWTH OPTION,10.3449,23-Mar-2026,Angel One Mutual Fund,Other,3107.85,2.32,0.0,0.0,0.0,0.0,0.0,0.0,moderate
153956,INF1J2R01122,ANGEL ONE NIFTY TOTAL MARKET MOMENTUM QUALITY 50 INDEX FUND - DIRECT GROWTH,8.7251,23-Mar-2026,Angel One Mutual Fund,Other,529.82,1.48,0.0,0.0,0.0,0.0,0.0,0.0,moderate
153955,INF1J2R01130,ANGEL ONE NIFTY TOTAL MARKET MOMENTUM QUALITY 50 INDEX FUND - REGULAR GROWTH,8.7045,23-Mar-2026,Angel One Mutual Fund,Other,2018.53,1.52,0.0,0.0,0.0,0.0,0.0,0.0,moderate
151582,INF209KB10U4,Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Regular IDCW,12.3003,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,3863.64,1.65,0.0,0.0,0.0,0.0,0.0,0.0,moderate
151583,INF209KB19T7,Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Regular Growth,12.3009,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,558.92,1.91,0.0,0.0,0.0,0.0,0.0,0.0,moderate
151584,INF209KB12U0,Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Direct IDCW,12.4064,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,2463.88,2.46,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149230,INF174V01AY0,Mahindra Manulife Asia Pacific REITs FOF - Direct Plan - Growth,10.7042,23-Mar-2026,Mahindra Manulife Mutual Fund,Other,1040.88,2.35,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149228,INF174V01AV6,Mahindra Manulife Asia Pacific REITs FOF - Regular Plan - Growth,10.2598,23-Mar-2026,Mahindra Manulife Mutual Fund,Other,3652.07,1.38,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149229,INF174V01AX2,Mahindra Manulife Asia Pacific REITs FOF - Regular Plan - IDCW,10.2598,23-Mar-2026,Mahindra Manulife Mutual Fund,Other,4484.33,0.8,0.0,0.0,0.0,0.0,0.0,0.0,moderate
154187,INF769K01QG3,Mirae Asset BSE India Defence ETF FOF - Direct Plan - Growth,8.993,23-Mar-2026,Mirae Asset Mutual Fund,Other,676.03,2.11,0.0,0.0,0.0,0.0,0.0,0.0,moderate
154188,INF769K01QI9,Mirae Asset BSE India Defence ETF FOF - Direct Plan - IDCW,8.992,23-Mar-2026,Mirae Asset Mutual Fund,Other,4952.09,1.42,0.0,0.0,0.0,0.0,0.0,0.0,moderate
154189,INF769K01QD0,Mirae Asset BSE India Defence ETF FOF - Regular Plan - Growth,8.988,23-Mar-2026,Mirae Asset Mutual Fund,Other,1126.09,0.65,0.0,0.0,0.0,0.0,0.0,0.0,moderate
154190,INF769K01QF5,Mirae Asset BSE India Defence ETF FOF - Regular Plan - IDCW,8.988,23-Mar-2026,Mirae Asset Mutual Fund,Other,157.72,1.94,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150595,INF769K01IQ9,Mirae Asset Global Electric & Autonomous Vehicles Equity Passive FOF - Direct Plan - Growth,14.696,23-Mar-2026,Mirae Asset Mutual Fund,Other,4987.37,1.08,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150594,INF769K01IP1,Mirae Asset Global Electric & Autonomous Vehicles Equity Passive FOF - Regular Plan - Growth,14.481,23-Mar-2026,Mirae Asset Mutual Fund,Other,1477.26,0.6,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150597,INF769K01IS5,Mirae Asset Global X Artificial Intelligence & Technology ETF Fund of Fund - Direct Plan- Growth,26.783,23-Mar-2026,Mirae Asset Mutual Fund,Other,3373.3,2.31,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150596,INF769K01IR7,Mirae Asset Global X Artificial Intelligence & Technology ETF Fund of Fund - Regular Plan - Growth,26.629,23-Mar-2026,Mirae Asset Mutual Fund,Other,965.74,1.47,0.0,0.0,0.0,0.0,0.0,0.0,moderate
152090,INF247L01BT3,Motilal Oswal Developed Market Ex US ETFs Fund of Funds Direct Plan Growth,16.3968,23-Mar-2026,Motilal Oswal Mutual Fund,Other,2943.12,1.06,0.0,0.0,0.0,0.0,0.0,0.0,moderate
152091,INF247L01BS5,Motilal Oswal Developed Market Ex US ETFs Fund of Funds Regular Plan Growth,16.1894,23-Mar-2026,Motilal Oswal Mutual Fund,Other,4529.77,1.93,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149910,INF959L01FZ1,Navi NASDAQ100 US Specific Equity Passive FOF- Direct- Growth,20.2599,23-Mar-2026,Navi Mutual Fund,Other,1668.89,2.27,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149911,INF959L01GA2,Navi NASDAQ100 US Specific Equity Passive FOF- Regular- Growth,20.1156,23-Mar-2026,Navi Mutual Fund,Other,3384.24,0.5,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149830,INF959L01FV0,Navi Total Stock Market US Specific Equity Passive FoF- Direct Plan- Growth,19.3316,23-Mar-2026,Navi Mutual Fund,Other,1020.73,1.88,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149831,INF959L01FW8,Navi Total Stock Market US Specific Equity Passive FoF- Regular Plan- Growth,19.3317,23-Mar-2026,Navi Mutual Fund,Other,3161.5,2.03,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138456,INF223J01NL0,PGIM India Emerging Markets Equity Fund of Fund - Direct Plan - Growth,22.75,23-Mar-2026,PGIM India Mutual Fund,Other,1748.61,0.92,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138457,INF223J01NJ4,PGIM India Emerging Markets Equity Fund of Fund- Direct Plan - Dividend,9.15,20-Jan-2023,PGIM India Mutual Fund,Other,1134.92,1.48,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138454,INF223J01AW4,PGIM India Emerging Markets Equity Fund of Fund- Dividend,11.0,20-Jan-2023,PGIM India Mutual Fund,Other,1634.59,0.68,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149231,INF174V01BA8,Mahindra Manulife Asia Pacific REITs FOF - Direct Plan - IDCW,10.7042,23-Mar-2026,Mahindra Manulife Mutual Fund,Other,4215.99,2.0,0.0,0.0,0.0,0.0,0.0,0.0,moderate
148662,INF174KA1FQ7,Kotak US Specific Equity Passive FOF- Direct Plan - Growth,23.0647,23-Mar-2026,Kotak Mahindra Mutual Fund,Other,3408.14,2.14,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138525,INF223J01AV6,PGIM India Global Equity Opportunities Fund of Fund - Bonus,11.75,04-Jan-2017,PGIM India Mutual Fund,Other,4519.39,2.19,0.0,0.0,0.0,0.0,0.0,0.0,moderate
148661,INF174KA1FR5,Kotak US Specific Equity Passive FOF - Regular Plan - Growth,22.6111,23-Mar-2026,Kotak Mahindra Mutual Fund,Other,2719.32,1.01,0.0,0.0,0.0,0.0,0.0,0.0,moderate
126352,INF205K01A32,Invesco India - Invesco Pan European Equity Fund of Fund - Direct Plan - IDCW (Payout / Reinvestment),24.3808,23-Mar-2026,Invesco Mutual Fund,Other,4481.09,2.47,0.0,0.0,0.0,0.0,0.0,0.0,moderate
126351,INF205K01ZZ9,Invesco India - Invesco Pan European Equity Fund of Fund - Regular Plan - Growth Option,22.404,23-Mar-2026,Invesco Mutual Fund,Other,4607.37,2.22,0.0,0.0,0.0,0.0,0.0,0.0,moderate
126350,INF205K01A08,Invesco India - Invesco Pan European Equity Fund of Fund - Regular Plan - IDCW (Payout / Reinvestment),22.4037,23-Mar-2026,Invesco Mutual Fund,Other,370.27,1.82,0.0,0.0,0.0,0.0,0.0,0.0,moderate
119779,INF174K01LW4,Kotak Global Emerging Market overseas Equity Omni FOF - Growth - Direct,35.269,23-Mar-2026,Kotak Mahindra Mutual Fund,Other,4121.14,1.97,0.0,0.0,0.0,0.0,0.0,0.0,moderate
106442,INF174K01DX9,Kotak Global Emerging Market Overseas Equity Omni FOF - Payout of Income Distribution cum capital withdrawal option,32.415,23-Mar-2026,Kotak Mahindra Mutual Fund,Other,284.72,0.65,0.0,0.0,0.0,0.0,0.0,0.0,moderate
119778,INF174K01LX2,Kotak Global Emerging Market Overseas Equity Omni FOF - Payout of Income Distribution cum capital withdrawal option - Direct,35.418,23-Mar-2026,Kotak Mahindra Mutual Fund,Other,1899.13,0.58,0.0,0.0,0.0,0.0,0.0,0.0,moderate
106441,INF174K01DV3,Kotak Global Emerging Market Overseas Equity Omni FOF- Growth,32.413,23-Mar-2026,Kotak Mahindra Mutual Fund,Other,2757.27,0.7,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149058,INF174KA1HE9,Kotak Global Innovation Overseas Equity Omni FOF - Regular Plan -IDCW Option,12.4211,23-Mar-2026,Kotak Mahindra Mutual Fund,Other,825.69,0.67,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149056,INF174KA1HD1,Kotak Global Innovation Overseas Equity Omni FOF - Regular Plan-Growth,12.4207,23-Mar-2026,Kotak Mahindra Mutual Fund,Other,3756.94,1.59,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149060,INF174KA1HH2,Kotak Global Innovation Overseas Equity Omni FOF- Direct Plan - IDCW Option,13.1266,23-Mar-2026,Kotak Mahindra Mutual Fund,Other,140.94,0.93,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149059,INF174KA1HG4,Kotak Global Innovation Overseas Equity Omni FOF- Direct Plan -Growth,13.1286,23-Mar-2026,Kotak Mahindra Mutual Fund,Other,926.14,2.22,0.0,0.0,0.0,0.0,0.0,0.0,moderate
148646,INF174KA1FO2,Kotak International REIT Overseas Equity Omni FOF - Direct Plan - Growth,11.4744,23-Mar-2026,Kotak Mahindra Mutual Fund,Other,2945.9,1.39,0.0,0.0,0.0,0.0,0.0,0.0,moderate
148649,INF174KA1FN4,Kotak International REIT Overseas Equity Omni FOF - Direct Plan - Payout of Income Distribution cum capital withdrawal option,11.4743,23-Mar-2026,Kotak Mahindra Mutual Fund,Other,3600.5,1.89,0.0,0.0,0.0,0.0,0.0,0.0,moderate
148645,INF174KA1FL8,Kotak International REIT Overseas Equity Omni FOF - Regular Plan - Growth,10.9492,23-Mar-2026,Kotak Mahindra Mutual Fund,Other,4591.55,1.81,0.0,0.0,0.0,0.0,0.0,0.0,moderate
148647,INF174KA1FK0,Kotak International REIT Overseas Equity Omni FOF - Regular Plan - Payout of Income Distribution cum capital withdrawal option,10.9493,23-Mar-2026,Kotak Mahindra Mutual Fund,Other,3556.93,1.14,0.0,0.0,0.0,0.0,0.0,0.0,moderate
133832,INF178L01CM3,Kotak US Equity Fund - Direct Plan - Dividend option,20.129,25-Feb-2020,Kotak Mahindra Mutual Fund,Other,3391.72,0.99,0.0,0.0,0.0,0.0,0.0,0.0,moderate
133831,INF178L01CL5,Kotak US Equity Fund - Direct Plan - Growth option,20.131,25-Feb-2020,Kotak Mahindra Mutual Fund,Other,2032.27,1.18,0.0,0.0,0.0,0.0,0.0,0.0,moderate
133830,INF178L01CJ9,Kotak US Equity Fund - Standard Plan - Dividend option,19.213,25-Feb-2020,Kotak Mahindra Mutual Fund,Other,106.29,2.09,0.0,0.0,0.0,0.0,0.0,0.0,moderate
133833,INF178L01CI1,Kotak US Equity Fund - Standard Plan - Growth option,19.216,25-Feb-2020,Kotak Mahindra Mutual Fund,Other,688.78,1.67,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138453,INF223J01AY0,PGIM India Emerging Markets Equity Fund of Fund- Growth,19.83,23-Mar-2026,PGIM India Mutual Fund,Other,976.32,1.99,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138527,INF223J01NG0,PGIM India Global Equity Opportunities Fund of Fund- Direct Plan - Dividend,29.18,20-Jan-2023,PGIM India Mutual Fund,Other,2046.22,0.72,0.0,0.0,0.0,0.0,0.0,0.0,moderate
151577,INF209KB11U2,Aditya Birla Sun Life Crisil IBX Gilt Apr 2028 Index Fund-Direct Growth,12.403,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,3113.02,2.1,0.0,0.0,0.0,0.0,0.0,0.0,moderate
153743,INF209KC1647,Aditya Birla Sun Life BSE 500 Quality 50 Index Fund - Regular IDCW Payout,9.4462,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,3145.18,1.37,0.0,0.0,0.0,0.0,0.0,0.0,moderate
153078,INF209KC1340,Aditya Birla Sun Life BSE India Infrastructure Index Fund-Direct IDCW Payout,8.4442,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,2551.76,1.83,0.0,0.0,0.0,0.0,0.0,0.0,moderate
153080,INF209KC1357,Aditya Birla Sun Life BSE India Infrastructure Index Fund-Regular Growth,8.3735,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,1851.82,1.26,0.0,0.0,0.0,0.0,0.0,0.0,moderate
153079,INF209KC1365,Aditya Birla Sun Life BSE India Infrastructure Index Fund-Regular IDCW Payout,8.3738,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,1459.39,1.33,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150702,INF209KB14N1,Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Direct Growth,13.0238,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,3249.73,1.2,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150704,INF209KB15N8,Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL APR 2028 Index Fund-Direct IDCW,13.022,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,3494.73,0.97,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150703,INF209KB12N5,Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Regular Growth,12.955,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,4367.74,1.42,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150705,INF209KB13N3,Aditya Birla Sun Life Crisil IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund-Regular IDCW,12.9562,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,1777.44,1.87,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150938,INF209KB10P4,Aditya Birla Sun Life Crisil IBX 60:40 SDL + AAA PSU APR 2026 Index Fund-Direct Growth,12.5272,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,3871.88,1.98,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150939,INF209KB11P2,Aditya Birla Sun Life Crisil IBX 60:40 SDL+ AAA PSU APR 2026 Index Fund-Direct IDCW Payout,12.5262,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,2850.64,2.06,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150936,INF209KB18O0,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU APR 2026 Index Fund-Regular Growth,12.428,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,4425.9,1.25,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150937,INF209KB19O8,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU APR 2026 Index Fund-Regular IDCW Payout,12.4291,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,2686.28,2.03,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150353,INF209KB19H2,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund-Direct Growth,12.7955,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,2636.39,0.51,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150352,INF209KB10I9,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund-Direct IDCW,12.7976,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,2931.6,1.45,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150351,INF209KB17H6,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund-Regular Growth,12.7083,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,3771.65,2.09,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150350,INF209KB18H4,Aditya Birla Sun Life Crisil IBX 60:40 SDL+AAA PSU-Apr 2027 Index Fund-Regular IDCW,12.7047,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,4826.98,1.76,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150780,INF209KB13O1,Aditya Birla Sun Life Crisil IBX Gilt-Apr 2029 Index Fund-Direct IDCW,10.4915,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,460.46,1.45,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150777,INF209KB10O7,Aditya Birla Sun Life Crisil IBX Gilt-Apr 2029 Index Fund-Regular Growth,13.0396,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,361.83,1.79,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150779,INF209KB11O5,Aditya Birla Sun Life Crisil IBX Gilt-Apr 2029 Index Fund-Regular IDCW,10.4003,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,4694.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,moderate
150778,INF209KB12O3,Aditya Birla Sun Life Crisil IBX Gilt-Apr-2029 Index Fund-Direct Growth,13.1123,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,2696.39,1.63,0.0,0.0,0.0,0.0,0.0,0.0,moderate
153081,INF209KC1332,Aditya Birla Sun Life BSE India Infrastructure Index Fund-Direct Growth,8.4442,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,3911.6,1.9,0.0,0.0,0.0,0.0,0.0,0.0,moderate
153742,INF209KC1639,Aditya Birla Sun Life BSE 500 Quality 50 Index Fund - Regular Growth,9.4462,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,287.97,1.28,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138528,INF223J01NF2,PGIM India Global Equity Opportunities Fund of Fund- Direct Plan - Growth,49.89,23-Mar-2026,PGIM India Mutual Fund,Other,1301.87,2.13,0.0,0.0,0.0,0.0,0.0,0.0,moderate
153741,INF209KC1621,Aditya Birla Sun Life BSE 500 Quality 50 Index Fund - Direct IDCW Payout,9.4922,23-Mar-2026,Aditya Birla Sun Life Mutual Fund,Other,3247.16,2.33,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138524,INF223J01AS2,PGIM India Global Equity Opportunities Fund of Fund- Dividend,22.17,20-Jan-2023,PGIM India Mutual Fund,Other,2297.2,2.04,0.0,0.0,0.0,0.0,0.0,0.0,moderate
138523,INF223J01AU8,PGIM India Global Equity Opportunities Fund of Fund- Growth,43.8,23-Mar-2026,PGIM India Mutual Fund,Other,1670.63,1.19,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149298,INF663L01W63,PGIM India Global Select Real Estate Securities Fund of Fund - Direct Plan - Growth Option,12.7,23-Mar-2026,PGIM India Mutual Fund,Other,3747.65,1.88,0.0,0.0,0.0,0.0,0.0,0.0,moderate
149300,INF663L01W71,PGIM India Global Select Real Estate Securities Fund of Fund - Direct Plan - IDCW Option,9.01,20-Jan-2023,PGIM India Mutual Fund,Other,4858.98,0.5,0.0,0.0,0.0,0.0,0.0,0.0,moderate
